"ANGER" "DISGUST" "FEAR" "JOY" "SADNESS" "SURPRISE" "Date" "Price" "TweetCnt"
"353" 0 0 0 0 0 0 "20170528" 0 0
"354" 0 0 0 0 0 0 "20170529" 81703.3 0
"355" 0 0 0 0 0 0 "20170530" 81570.4 0
"356" 0 0 0 0 0 0 "20170531" 81707.9 0
"357" 0 0 0 0 0 0 "20170601" 81513.3 0
"358" 0 0 0 0 0 0 "20170602" 82156.5 0
"359" 0 0 0 0 0 0 "20170603" 0 0
"360" 0 0 0 0 0 0 "20170604" 0 0
"361" 0 0 0 0 0 0 "20170605" 82454.4 0
"362" 0 0 0 0 0 0 "20170606" 83404.9 0
"363" 0 0 0 0 0 0 "20170607" 83159.8 0
"364" 0 0 0 0 0 0 "20170608" 81892.2 0
"365" 0 0 0 0 0 0 "20170609" 81445.5 0
"366" 0 0 0 0 0 0 "20170610" 0 0
"367" 0 0 0 0 0 0 "20170611" 0 0
"368" 0 0 0 0 0 0 "20170612" 81733.5 0
"369" 0 0 0 0 0 0 "20170613" 81354.8 0
"370" 0 0 0 0 0 0 "20170614" 81957.2 0
"371" 0 0 0 0 0 0 "20170615" 81056.5 0
"372" 0 0 0 0 0 0 "20170616" 80997.2 0
"373" 1.46872 3.09234 2.06784 13.6562 1.72771 2.78696 "20170617" 0 41
"374" 1.46872 3.09234 2.06784 7.34084 1.72771 2.78696 "20170618" 0 12
"375" 1.46872 7.34084 2.06784 32.6023 7.34084 7.34084 "20170619" 80536.9 120
"376" 1.46872 7.34084 2.06784 32.6023 7.34084 2.78696 "20170620" 80195.2 142
"377" 1.46872 7.34084 2.06784 26.2869 1.72771 2.78696 "20170621" 80246.9 135
"378" 1.46872 3.09234 2.06784 7.34084 7.34084 2.78696 "20170622" 80883 113
"379" 7.34084 7.34084 2.06784 19.9716 7.34084 2.78696 "20170623" 81047.9 145
"380" 1.46872 3.09234 2.06784 19.9716 1.72771 2.78696 "20170624" 0 34
"381" 1.46872 3.09234 2.06784 19.9716 1.72771 2.78696 "20170625" 0 28
"382" 7.34084 3.09234 2.06784 32.6023 1.72771 2.78696 "20170626" 80262.6 188
"383" 1.46872 7.34084 2.06784 57.8637 7.34084 7.34084 "20170627" 80633.5 204
"384" 1.46872 3.09234 2.06784 26.2869 12.954 7.34084 "20170628" 80614.6 208
"385" 1.46872 7.34084 2.06784 38.9176 7.34084 11.8947 "20170629" 80466.9 189
"386" 7.34084 3.09234 2.06784 32.6023 7.34084 11.8947 "20170630" 80323.9 198
"387" 1.46872 3.09234 2.06784 26.2869 1.72771 2.78696 "20170701" 0 60
"388" 1.46872 3.09234 2.06784 7.34084 1.72771 2.78696 "20170702" 0 3
